"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","42861","40318","31644","17453","2148","134424"
"Peak Shortage (MW)","2062","430","2652","468","231","5843"
"Energy Met (MU)","993","912","784","351","38","3078"
"Hydro Gen(MU)","389","99","108","70","27","692"
"Wind Gen(MU)","23","30","9","----------","----------","62"
