"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","150.2","-139.5","66.8","-71.9","-6.8","-1.2"
"Actual(MU)","148.9","-138.1","67.6","-72.0","-9.9","-3.5"
"O/D/U/D(MU)","-1.3","1.5","0.8","-0.2","-3.1","-2.3"
