"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","43155","46572","40273","18257","2422","150679"
"Peak Shortage (MW)","1490","0","0","129","38","1657"
"Energy Met (MU)","910","1059","867","368","43","3247"
"Hydro Gen (MU)","118","23","75","23","7","247"
"Wind Gen (MU)","5","82","39","----------","----------","126"
"Solar Gen (MU)*","25.80","23.10","40.89","0.90","0.03","91"
"Energy Shortage (MU)","14.1","0.2","0.0","0.4","0.1","14.8"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","44135","53019","40635","18633","2453","153864"
"","18:41","10:31","09:55","18:45","17:42","09:27"
