"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7408","0","159.5","107.4","0.6","167"
"","Haryana","6131","0","138.5","83.9","-1.0","318"
"","Rajasthan","7371","0","165.3","65.9","-4.1","38"
"","Delhi","5052","4","107.0","82.9","-1.9","157"
"","UP","11147","1640","244.0","110.8","-3.8","336"
"","Uttarakhand","1674","0","34.5","16.7","0.2","185"
"","HP","1216","0","25.8","4.8","-1.1","119"
"","J&K","1433","100","29.9","16.6","-0.1","150"
"","Chandigarh","274","0","5.8","5.6","0.2","38"
"WR","Chhattisgarh","2542","10","54.3","9.6","-3.2","319"
"","Gujarat","10915","55","244.3","98.1","0.3","338"
"","MP","5397","6","121.0","65.4","-4.1","346"
"","Maharashtra","14464","240","327.9","95.5","7.8","457"
"","Goa","340","0","7.4","7.0","0.4","71"
"","DD","247","0","5.8","5.6","0.2","45"
"","DNH","588","1","11.0","11.5","-0.5","66"
"SR","Andhra Pradesh","9556","1000","210.0","67.4","1.9","502"
"","Karnataka","6428","600","130.9","18.7","0.2","215"
"","Kerala","2516","450","47.9","34.6","2.2","365"
"","Tamil Nadu","11118","617","246.1","61.0","-0.9","388"
"","Pondy","297","0","6.2","6.8","-0.7","7"
"ER","Bihar","1918","450","40.6","40.8","-0.2","120"
"","DVC","2417","0","55.1","-19.9","0.9","260"
"","Jharkhand","1211","137","17.8","11.5","-2.2","100"
"","Odisha","3459","0","64.3","15.3","0.6","250"
"","West Bengal","6670","12","130.1","36.1","3.3","300"
"","Sikkim","85","0","1.2","1.2","0.0","20"
"NER","Arunachal Pradesh","83","7","0.9","1.1","-0.2","58"
"","Assam","1060","173","20.1","12.4","2.3","169"
"","Manipur","105","5","1.3","1.6","-0.3","52"
"","Meghalaya","260","4","4.4","1.4","-0.8","61"
"","Mizoram","49","2","1.0","0.9","0.1","13"
"","Nagaland","95","4","1.2","1.1","-0.1","22"
"","Tripura","179","27","2.5","0.7","0.2","66"
