"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4968","0","97.6","42.0","0.2","162"
"","Haryana","4910","0","91.7","62.7","-1.1","200"
"","Rajasthan","9020","0","185.9","61.6","-1.3","130"
"","Delhi","3297","0","58.8","42.3","-0.8","262"
"","UP","10301","2100","225.7","89.7","0.3","423"
"","Uttarakhand","1663","75","32.1","21.7","1.3","186"
"","HP","1303","0","23.6","17.2","0.3","61"
"","J&K","1593","100","29.3","23.9","-2.4","134"
"","Chandigarh","183","0","3.3","3.3","0.0","18"
"WR","Chhattisgarh","2981","57","68.0","18.7","0.0","301"
"","Gujarat","11561","0","262.6","50.0","-2.2","712"
"","MP","6646","256","134.8","59.2","-0.7","421"
"","Maharashtra","15615","101","343.9","95.1","1.6","614"
"","Goa","432","1","8.8","7.5","0.7","113"
"","DD","268","1","6.4","6.0","0.4","18"
"","DNH","617","2","14.4","14.3","0.1","38"
"","Essar steel","476","1","10.4","10.1","0.3","37"
"SR","Andhra Pradesh","11909","400","273.6","94.9","2.3","411"
"","Karnataka","8743","400","188.3","16.2","1.2","285"
"","Kerala","3384","0","64.9","33.5","1.8","182"
"","Tamil Nadu","11650","751","266.7","89.6","-1.5","389"
"","Pondy","314","0","6.2","6.5","-0.2","0"
"ER","Bihar","1948","420","41.9","39.0","0.4","50"
"","DVC","2480","0","55.1","-21.1","-4.1","200"
"","Jharkhand","965","0","21.0","9.5","0.3","150"
"","Odisha","3769","0","71.6","11.9","1.0","250"
"","West Bengal","7142","0","130.9","39.3","2.0","490"
"","Sikkim","92","0","1.3","1.3","-0.1","30"
"NER","Arunachal Pradesh","96","4","1.6","1.3","0.3","39"
"","Assam","1050","106","19.3","12.4","1.8","126"
"","Manipur","109","3","1.5","1.5","0.0","43"
"","Meghalaya","270","17","4.4","3.2","0.5","92"
"","Mizoram","70","5","1.1","1.0","-0.1","29"
"","Nagaland","94","1","1.5","1.5","-0.3","18"
"","Tripura","206","1","2.9","0.1","0.4","79"
