"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.6","-101.4","35.1","-36.0","6.1"
"Actual(MU)","80.2","-98.8","41.3","-38.0","10.6"
"O/D/U/D(MU)","-11.4","2.6","6.2","-2.0","4.5"
