"","NR","WR","SR","ER","NER"
"Schedule(MU)","90.9","-89.6","29.9","-39.4","4.6"
"Actual(MU)","92.6","-105.2","38.7","-37.5","6.9"
"O/D/U/D(MU)","1.7","-15.6","8.8","1.9","2.3"
