"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.2","2.6","9.6","2.8","95.5","1.7"
"SR GRID","0.0","0.0","1.9","9.7","1.9","93.2","4.9"
