"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","1.2","0.0","81.6","18.4"
"SR GRID","0.0","0.0","1.4","10.2","1.4","84.2","14.4"
