"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5207","0","101.8","35.2","0.4","249","0.0"
"","Haryana","6092","0","116.7","57.5","3.1","268","12.4"
"","Rajasthan","10890","0","199.1","69.9","2.2","285","0.0"
"","Delhi","3508","0","62.1","49.2","-0.4","168","0.0"
"","UP","12434","0","269.6","90.4","0.5","533","0.0"
"","Uttarakhand","1859","0","33.8","18.8","-0.9","145","0.1"
"","HP","1503","0","26.5","20.9","-0.1","58","0.0"
"","J&K","2045","511","43.4","37.5","1.3","172","10.2"
"","Chandigarh","191","0","3.3","3.4","-0.2","37","0.0"
"WR","Chhattisgarh","3068","142","68.3","4.4","-0.2","211","0.7"
"","Gujarat","14413","0","307.4","92.1","1.7","616","0.0"
"","MP","9285","0","236.1","156.0","1.1","798","0.0"
"","Maharashtra","20254","0","414.7","144.8","-1.9","466","0.0"
"","Goa","404","0","9.5","8.8","0.2","36","0.0"
"","DD","301","0","6.9","6.4","0.5","67","0.0"
"","DNH","708","0","16.6","16.3","0.3","48","0.0"
"","Essar steel","484","0","9.6","9.5","0.2","188","0.0"
"SR","Andhra Pradesh","7122","0","153.0","46.1","1.3","415","0.0"
"","Telangana","7126","0","148.1","57.9","-1.7","407","0.0"
"","Karnataka","8615","0","182.5","79.8","1.9","478","0.0"
"","Kerala","3000","0","60.2","50.1","0.2","187","0.0"
"","Tamil Nadu","12112","0","230.9","140.8","-4.5","469","0.0"
"","Pondy","326","0","6.1","7.1","-1.0","27","0.0"
"ER","Bihar","3629","0","59.7","54.2","-0.5","0","0.3"
"","DVC","2811","0","66.8","-37.1","-1.0","0","0.0"
"","Jharkhand","1074","0","24.0","13.8","-0.3","0","0.0"
"","Odisha","3675","0","68.2","27.1","4.1","0","0.0"
"","West Bengal","5882","0","96.4","21.6","1.5","0","0.0"
"","Sikkim","104","0","1.3","1.6","-0.3","0","0.0"
"NER","Arunachal Pradesh","114","2","1.9","1.8","0.1","3","0.0"
"","Assam","1395","41","22.4","18.9","0.3","68","0.4"
"","Manipur","176","2","2.1","2.7","-0.6","20","0.0"
"","Meghalaya","302","0","5.9","3.1","0.1","74","0.0"
"","Mizoram","80","1","1.4","1.3","0.0","21","0.0"
"","Nagaland","99","3","2.1","1.6","0.0","18","0.0"
"","Tripura","212","0","3.2","1.6","-0.4","7","0.0"
