"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5171","0","106.5","56.3","0.3","202","0.0"
"","Haryana","6190","248","112.7","49.7","1.7","362","0.1"
"","Rajasthan","8590","0","188.1","57.0","2.2","492","0.0"
"","Delhi","3615","0","77.4","59.4","-1.5","66","0.0"
"","UP","14215","0","284.3","97.8","4.1","819","0.0"
"","Uttarakhand","1793","0","35.2","19.4","1.1","177","0.0"
"","HP","1375","40","25.8","16.7","1.0","263","0.0"
"","J&K","2155","539","43.9","31.7","1.5","242","10.4"
"","Chandigarh","180","0","3.5","3.6","-0.1","18","0.0"
"WR","Chhattisgarh","3342","0","75.7","14.0","-2.6","313","0.0"
"","Gujarat","15610","0","351.2","188.7","2.0","289","0.0"
"","MP","8384","0","184.3","80.4","-3.1","284","0.0"
"","Maharashtra","22792","0","494.7","150.8","1.8","450","0.0"
"","Goa","531","0","11.7","10.2","0.7","58","0.0"
"","DD","323","0","7.4","6.9","0.5","64","0.0"
"","DNH","754","0","17.6","17.0","0.6","57","0.0"
"","Essar steel","297","0","5.5","5.4","0.0","149","0.0"
"SR","Andhra Pradesh","8617","0","182.9","60.9","0.5","438","0.0"
"","Telangana","8626","0","186.2","81.2","-1.2","475","0.0"
"","Karnataka","9985","0","226.6","81.4","-0.9","433","0.0"
"","Kerala","3650","0","74.3","48.9","1.3","304","0.0"
"","Tamil Nadu","13834","0","322.8","172.2","1.8","520","0.0"
"","Pondy","361","0","8.0","7.9","0.0","30","0.0"
"ER","Bihar","4699","0","78.9","78.6","-0.6","250","0.0"
"","DVC","3342","0","73.3","-60.3","0.9","220","0.0"
"","Jharkhand","1062","0","23.7","13.4","0.4","85","0.0"
"","Odisha","3668","0","77.7","23.0","0.5","225","0.0"
"","West Bengal","7538","0","152.3","35.7","0.9","250","0.0"
"","Sikkim","99","0","1.5","1.5","0.0","15","0.0"
"NER","Arunachal Pradesh","119","3","2.0","1.9","0.1","44","0.0"
"","Assam","1229","140","19.6","15.0","0.8","98","2.1"
"","Manipur","165","5","2.3","2.4","-0.1","24","0.0"
"","Meghalaya","278","0","4.6","2.7","-0.1","18","0.0"
"","Mizoram","87","2","1.4","1.3","-0.2","20","0.0"
"","Nagaland","123","2","2.1","2.0","0.0","32","0.0"
"","Tripura","200","45","3.5","3.4","0.1","45","0.5"
