"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10324","0","229.9","122.6","1.0","439"
"","Haryana","8444","55","185.3","125.3","-2.5","355"
"","Rajasthan","8743","0","190.7","59.8","0.3","260"
"","Delhi","5959","3","120.2","96.8","-0.2","158"
"","UP","15133","1060","333.6","156.4","2.0","523"
"","Uttarakhand","1930","75","42.0","20.8","1.0","168"
"","HP","1330","0","28.5","5.7","2.3","254"
"","J&K","1819","455","33.9","19.7","-3.4","183"
"","Chandigarh","343","0","6.7","6.3","0.3","44"
"WR","Chhattisgarh","3300","0","73","26","1","317"
"","Gujarat","12648","0","283","64","-3","462"
"","MP","7020","0","142","111","0","502"
"","Maharashtra","15775","0","351","98","0","515"
"","Goa","385","0","8","8","0","47"
"","DD","312","0","7","7","0","35"
"","DNH","735","0","17","17","0","9"
"","Essar steel","594","0","11","11","1","202"
"SR","Andhra Pradesh","116","0","113","10.6","-6.8","630"
"","Telangana","5402","0","116","62.7","2.5","313"
"","Karnataka","6840","0","135","49.9","-10.7","501"
"","Kerala","3150","0","58","41.5","0.7","174"
"","Tamil Nadu","13454","0","277","118.8","-1.0","524"
"","Pondy","322","0","7","7.5","-0.7","6"
"ER","Bihar","3671","150","76","69.7","1.8","220"
"","DVC","2922","0","62","-32.8","1.6","180"
"","Jharkhand","999","0","22","16.4","-0.4","120"
"","Odisha","4597","0","78","27.5","1.0","350"
"","West Bengal","7525","0","151","42.3","1.2","156"
"","Sikkim","89","0","1","0.6","0.8","28"
"NER","Arunachal Pradesh","111","2","2","1.9","-0.1","33"
"","Assam","1421","133","31","20.8","4.9","249"
"","Manipur","107","5","2","2.0","-0.2","37"
"","Meghalaya","255","0","4","-0.5","0.0","76"
"","Mizoram","72","3","1","1.1","0.1","21"
"","Nagaland","108","3","2","1.9","0.0","46"
"","Tripura","217","25","4","3.2","1.1","93"
