"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0","0.9","9.6","0.9","94.4","4.7"
"SR GRID","0","0.2","16.7","33.0","16.9","80.3","2.8"
