"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.10","1.97","14.64","16.72","57.01","26.26"
"SR GRID","0.00","0.10","1.97","14.64","16.72","57.01","B. Frequency Profile (%)26.26"
