"","NR","WR","SR","ER","NER"
"Schedule(MU)","120.6","-95.3","50.6","-85.4","9.2"
"Actual(MU)","127.7","-114.6","56.6","-83.8","13.1"
"O/D/U/D(MU)","7.1","-19.3","6.0","1.7","3.9"
