"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","151.8","-154.3","58.5","-62.3","4.8","-1.5"
"Actual(MU)","158.2","-172.6","66.7","-58.2","6.3","0.4"
"O/D/U/D(MU)","6.4","-18.3","8.2","4.2","1.5","1.9"
