"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8686","0","175.0","110.8","0.6","238","0.0"
"","Haryana","7959","0","149.0","116.1","-1.5","235","0.0"
"","Rajasthan","9259","0","176.6","63.3","2.4","528","0.0"
"","Delhi","4613","0","96.5","79.8","-0.4","276","0.0"
"","UP","16837","0","340.1","147.4","0.5","643","0.0"
"","Uttarakhand","1865","0","40.2","14.3","0.5","183","0.0"
"","HP","1290","0","26.7","0.9","2.4","243","0.0"
"","J&K","2014","504","34.8","8.8","0.1","162","8.2"
"","Chandigarh","249","0","5.0","5.9","-0.8","12","0.0"
"WR","Chhattisgarh","3004","0","71.8","7.5","-1.1","61","0.0"
"","Gujarat","14871","0","325.8","98.4","1.5","737","0.0"
"","MP","7044","0","156.6","82.5","-1.7","482","0.0"
"","Maharashtra","19302","0","430.4","117.1","2.1","679","0.0"
"","Goa","431","0","9.3","8.4","0.3","71","0.0"
"","DD","325","0","7.3","6.6","0.7","59","0.0"
"","DNH","751","0","17.2","16.7","0.5","47","0.0"
"","Essar steel","401","0","4.5","3.0","1.4","293","0.0"
"SR","Andhra Pradesh","6601","0","146.0","40.5","5.0","402","0.0"
"","Telangana","6158","0","131.3","56.9","-1.5","949","0.0"
"","Karnataka","7713","0","168.9","68.2","2.3","434","0.0"
"","Kerala","3480","0","67.1","51.7","1.9","326","0.0"
"","Tamil Nadu","14011","0","301.2","122.2","0.7","780","0.0"
"","Pondy","364","0","7.2","7.8","-0.6","23","0.0"
"ER","Bihar","3723","0","72.3","68.8","2.0","180","0.0"
"","DVC","2771","0","61.5","-24.5","2.2","350","0.0"
"","Jharkhand","965","0","19.2","13.9","-1.1","100","0.0"
"","Odisha","3629","0","69.9","18.6","1.0","400","0.0"
"","West Bengal","7374","0","139.0","38.9","3.7","300","0.0"
"","Sikkim","53","0","0.9","0.5","0.4","35","0.0"
"NER","Arunachal Pradesh","101","1","2.5","3.1","-0.6","8","0.0"
"","Assam","1590","74","27.9","20.2","2.1","78","0.6"
"","Manipur","132","1","2.1","2.2","-0.1","27","0.0"
"","Meghalaya","233","0","4.4","0.1","-0.3","36","0.0"
"","Mizoram","70","1","1.3","1.1","0.2","23","0.0"
"","Nagaland","109","1","2.6","2.2","0.2","53","0.0"
"","Tripura","246","5","4.1","2.3","0.4","35","0.1"
