"","NR","WR","SR","ER","NER"
"Schedule(MU)","75.3","-42.6","56.6","-96.3","4.8"
"Actual(MU)","73.7","-46.2","56.2","-81.1","-3.7"
"O/D/U/D(MU)","-1.6","-3.6","-0.4","15.2","-8.5"
