"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.6","-49.7","49.3","-107.7","6.8"
"Actual(MU)","107.2","-44.9","51.9","-113.9","-0.5"
"O/D/U/D(MU)","6.6","4.8","2.6","-6.2","-7.3"
