"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5481","0","109.0","34.1","0.4","110","0.0"
"","Haryana","6328","88","123.4","61.0","1.9","225","0.2"
"","Rajasthan","11307","0","211.7","73.8","3.4","402","3.8"
"","Delhi","3725","0","63.8","46.6","-1.0","228","0.0"
"","UP","14972","0","293.4","99.3","0.4","801","0.0"
"","Uttarakhand","1968","0","35.7","27.9","-0.1","127","0.0"
"","HP","1473","0","26.5","21.8","0.9","287","0.0"
"","J&K","2055","514","43.4","41.1","-1.7","38","10.2"
"","Chandigarh","213","0","3.4","3.1","0.3","29","0.0"
"WR","Chhattisgarh","3361","234","74.0","9.4","-0.2","233","0.2"
"","Gujarat","13795","0","292.5","132.2","1.9","531","0.0"
"","MP","11239","0","212.4","111.9","-1.0","251","0.0"
"","Maharashtra","20637","0","424.7","132.5","0.6","767","0.0"
"","Goa","453","0","9.6","8.7","0.2","74","0.0"
"","DD","324","0","7.1","6.7","0.4","79","0.0"
"","DNH","750","0","17.3","16.7","0.6","67","0.0"
"","Essar steel","482","0","10.1","10.4","-0.2","143","0.0"
"SR","Andhra Pradesh","8350","0","166.0","46.3","0.8","480","0.1"
"","Telangana","9183","0","180.9","76.1","1.2","358","0.1"
"","Karnataka","9603","0","205.3","85.8","0.5","524","0.1"
"","Kerala","3474","0","67.2","55.1","2.1","235","0.0"
"","Tamil Nadu","14043","0","278.9","156.3","0.3","508","0.1"
"","Pondy","321","0","6.4","6.9","-0.5","21","0.0"
"ER","Bihar","4142","0","68.0","64.9","-1.7","300","0.0"
"","DVC","3476","0","67.9","-41.9","-1.6","200","0.0"
"","Jharkhand","1142","0","24.6","13.6","0.4","50","0.0"
"","Odisha","4260","0","76.6","20.4","3.1","310","0.0"
"","West Bengal","6550","0","115.1","27.0","2.2","280","0.0"
"","Sikkim","99","0","1.8","1.5","0.3","40","0.0"
"NER","Arunachal Pradesh","125","3","2.4","2.1","0.3","44","0.0"
"","Assam","1410","47","23.1","20.1","0.5","104","0.5"
"","Manipur","188","0","2.6","2.8","-0.2","17","0.0"
"","Meghalaya","305","0","5.5","4.2","-0.2","38","0.0"
"","Mizoram","92","0","1.8","1.2","-0.3","24","0.0"
"","Nagaland","111","3","2.0","1.9","0.0","40","0.0"
"","Tripura","224","0","3.7","2.3","0.2","43","0.0"
