"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.040","0.00","0.31","6.31","6.62","68.09","25.29"
"SR GRID","0.040","0.00","0.31","6.31","6.62","68.09","25.29"
