"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.76","2.50","11.77","15.03","50.60","34.36"
"SR GRID","0.00","0.76","2.50","11.77","15.03","50.60","B. Frequency Profile (%)34.36"
