"Share of RES in total generation (%)","3.07","10.28","36.05","0.16","0.07","12.63"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.60","14.22","50.87","19.21","44.39","30.28"
