"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","45175","45517","35554","20042","2606","148894"
"Peak Shortage (MW)","491","0","0","0","88","579"
"Energy Met (MU)","986","1045","829","403","47","3309"
"Hydro Gen (MU)","176","71","136","112","15","509"
"Wind Gen (MU)","4","16","12","----------","----------","32"
"Solar Gen (MU)*","27.07","23.3","71.08","2.08","0.05","124"
"Energy Shortage (MU)","11.4","0.0","0.0","0.0","0.9","12.2"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","47666","45809","36232","20129","2640","151084"
"","19:15","18:53","18:37","18:49","18:00","18:53"
