"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","217.1","-203.8","61.6","-74.5","-0.6","0.0"
"Actual(MU)","219.8","-214.6","56.6","-69.3","4.2","-3.3"
"O/D/U/D(MU)","2.7","-10.9","-5.0","5.1","4.7","-3.3"
