"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4611","0","99.9","43.1","0.2","104"
"","Haryana","4423","0","89.2","45.6","-2.4","191"
"","Rajasthan","6374","0","138.6","50.5","-1.8","81"
"","Delhi","3153","0","67.5","49.4","-8.6","0"
"","UP","9546","1925","211.8","81.2","2.1","409"
"","Uttarakhand","1476","100","30.9","18.8","1.4","228"
"","HP","1215","0","23.8","12.8","0.8","171"
"","J&K","1363","100","28.0","22.3","-1.9","93"
"","Chandigarh","194","0","3.9","3.8","0.1","33"
"WR","Chhattisgarh","3185","78","69.6","18.9","0.0","328"
"","Gujarat","11667","0","267.0","39.2","-1.9","429"
"","MP","6838","0","141.1","68.9","-2.4","146"
"","Maharashtra","16705","227","367.9","122.0","1.5","658"
"","Goa","377","50","8.3","6.8","1.1","108"
"","DD","266","0","6.2","5.5","0.7","56"
"","DNH","576","0","13.5","13.5","0.0","17"
"SR","Andhra Pradesh","11092","2000","250.4","75.8","2.5","787"
"","Karnataka","8018","1000","172.2","23.4","0.4","362"
"","Kerala","2961","500","60.5","31.6","2.2","235"
"","Tamil Nadu","10191","2642","225.1","72.7","2.8","466"
"","Pondy","307","0","6.6","7.4","-0.8","4"
"ER","Bihar","1665","550","33.9","34.3","-0.4","130"
"","DVC","3029","590","54.7","-18.6","1.2","700"
"","Jharkhand","958","0","19.1","8.5","-0.8","120"
"","Odisha","3547","0","85.9","11.4","16.0","550"
"","West Bengal","6727","187","121.7","39.0","-17.8","400"
"","Sikkim","42","0","1.2","1.3","-0.2","0"
"NER","Arunachal Pradesh","81","12","1.1","1.0","0.1","27"
"","Assam","890","313","16.2","10.9","1.6","166"
"","Manipur","98","2","1.1","1.0","0.1","41"
"","Meghalaya","250","18","4.0","2.8","0.1","68"
"","Mizoram","58","3","1.1","0.8","0.3","16"
"","Nagaland","53","7","0.9","0.8","0.0","19"
"","Tripura","185","46","3.3","0.5","0.7","58"
