"","NR","WR","SR","ER","NER"
"Schedule(MU)","53.9","-54.4","45.1","-52.5","9.2"
"Actual(MU)","54.5","-56.8","44.6","-48.5","11.9"
"O/D/U/D(MU)","0.6","-2.4","-0.5","4.0","2.7"
