"","NR","WR","SR","ER","NER"
"Schedule(MU)","101.2","-71.8","35.3","-75.4","7.1"
"Actual(MU)","93.7","-77.0","34.6","-63.7","10.1"
"O/D/U/D(MU)","-7.5","-5.2","-0.7","11.7","3.0"
