"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.9","-84.3","45.1","-62.0","-4.7"
"Actual(MU)","109.1","-85.0","46.8","-60.2","-7.5"
"O/D/U/D(MU)","3.3","-0.7","1.7","1.8","-2.8"
