"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5513","0","105.0","59.1","-1.2","111","0.0"
"","Haryana","6397","0","119.2","90.8","0.7","272","0.0"
"","Rajasthan","12320","0","222.5","64.6","-0.8","394","0.0"
"","Delhi","4028","0","70.2","54.2","-0.6","197","0.0"
"","UP","14041","0","253.5","102.1","1.2","790","1.5"
"","Uttarakhand","2044","0","38.5","21.0","0.3","256","0.0"
"","HP","1673","0","30.0","22.1","0.3","182","0.0"
"","J&K(UT) and Ladakh(UT)","2323","581","48.9","42.4","1.2","242","11.5"
"","Chandigarh","250","0","4.2","3.9","0.2","32","0.0"
"WR","Chhattisgarh","3575","0","75.8","16.5","0.2","869","0.0"
"","Gujarat","14659","0","309.1","78.9","-4.8","592","0.0"
"","MP","12514","0","223.8","112.6","-2.9","328","0.0"
"","Maharashtra","21809","0","445.4","134.1","-0.7","439","0.0"
"","Goa","611","0","12.7","12.1","0.0","37","0.0"
"","DD","338","0","7.3","7.0","0.3","41","0.0"
"","DNH","806","0","18.6","18.6","0.0","30","0.0"
"","Essar steel","320","0","6.3","6.7","-0.4","199","0.0"
"SR","Andhra Pradesh","7763","0","158.2","69.8","-0.2","424","0.0"
"","Telangana","10329","0","208.6","114.8","1.1","498","0.0"
"","Karnataka","10882","0","198.9","34.7","-0.4","607","0.0"
"","Kerala","3325","0","67.1","56.2","0.8","153","0.0"
"","Tamil Nadu","13072","0","266.2","136.7","0.0","576","0.0"
"","Pondy","353","0","7.0","7.4","-0.3","50","0.0"
"ER","Bihar","3938","0","65.4","64.5","-0.4","150","0.0"
"","DVC","3162","0","63.8","-31.1","0.0","250","0.0"
"","Jharkhand","1248","0","24.2","15.5","-1.3","50","0.0"
"","Odisha","3679","0","68.9","9.0","-0.3","300","0.0"
"","West Bengal","6167","0","112.9","31.2","2.3","300","0.0"
"","Sikkim","122","0","1.8","1.5","0.3","40","0.0"
"NER","Arunachal Pradesh","115","2","2.1","1.5","0.4","53","0.0"
"","Assam","1339","18","21.2","16.2","0.5","147","0.5"
"","Manipur","202","1","2.6","2.9","-0.3","50","0.0"
"","Meghalaya","336","0","5.9","2.5","0.9","90","0.0"
"","Mizoram","103","0","1.8","1.1","0.2","26","0.0"
"","Nagaland","129","1","2.1","2.2","-0.3","15","0.0"
"","Tripura","221","1","3.5","1.4","0.0","43","0.0"
