"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9540","0","201.3","120.5","0.0","186"
"","Haryana","8250","182","171.0","152.4","0.1","315"
"","Rajasthan","8378","0","173.2","51.8","0.7","497"
"","Delhi","5665","0","113.1","97.7","-0.4","221"
"","UP","13557","0","289.5","149.4","1.2","508"
"","Uttarakhand","1930","40","40.7","19.0","-0.1","285"
"","HP","1278","0","26.4","2.4","2.0","154"
"","J&K","1802","451","32.7","19.2","-2.9","632"
"","Chandigarh","333","0","6.4","6.5","-0.1","21"
"WR","Chhattisgarh","3122","0","70.0","25.1","1.4","514"
"","Gujarat","12318","0","273.8","42.4","-2.0","346"
"","MP","5761","0","122.3","81.6","-2.4","360"
"","Maharashtra","15391","0","343.0","78.1","-4.5","725"
"","Goa","406","0","8.1","7.7","-0.2","35"
"","DD","309","0","6.8","6.4","0.4","54"
"","DNH","738","0","16.7","17.2","-0.6","25"
"","Essar steel","480","0","8.6","8.7","-0.1","188"
"SR","Andhra Pradesh","6394","0","142.5","22.5","1.5","512"
"","Telangana","5735","0","124.4","74.0","0.4","620"
"","Karnataka","7224","250","150.0","52.6","0.2","618"
"","Kerala","3226","0","56.0","40.9","1.1","171"
"","Tamil Nadu","14572","0","313.4","110.0","4.7","673"
"","Pondy","343","0","7.3","7.4","-0.1","48"
"ER","Bihar","3276","0","55.6","57.5","-4.1","100"
"","DVC","2717","0","60.8","-29.9","0.6","200"
"","Jharkhand","931","0","17.9","13.8","-1.2","100"
"","Odisha","3873","0","74.3","26.4","-0.6","280"
"","West Bengal","7324","0","139.9","36.9","-0.4","300"
"","Sikkim","75","0","1.2","0.6","0.6","14"
"NER","Arunachal Pradesh","109","1","1.6","2.3","-0.7","0"
"","Assam","1390","124","26.9","18.2","2.8","227"
"","Manipur","129","1","2.3","2.2","0.2","11"
"","Meghalaya","265","0","5.4","-0.6","1.1","125"
"","Mizoram","70","0","1.1","0.9","0.1","18"
"","Nagaland","99","2","2.2","1.7","0.4","8"
"","Tripura","229","1","3.5","3.4","-0.2","38"
