"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.06","6.33","37.12","43.51","50.59","5.90"
"SR GRID","0.00","0.10","6.30","37.10","43.50","50.60","5.90"
