"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.076","0.00","2.59","15.93","18.52","62.07","19.41"
"SR GRID","0.076","0.00","2.59","15.93","18.52","62.07","19.41"
