"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.53","4.93","21.94","28.40","63.40","8.19"
"SR GRID","0.00","1.53","4.93","21.94","28.40","63.40","B. Frequency Profile (%)8.19"
