"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.6","0.0","70.3","29.7"
"SR GRID","0.0","0.0","1.0","4.9","1.0","84.5","14.5"
