"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.3","1.0","4.8","1.3","89.0","9.7"
"SR GRID","0.0","0.0","0.0","0.6","0.0","77.4","22.6"
