"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5056","0","94.2","32.2","-0.3","147","0.0"
"","Haryana","6392","25","117.6","54.0","1.1","229","1.2"
"","Rajasthan","10791","0","198.4","59.3","2.1","294","0.0"
"","Delhi","3778","0","65.1","51.5","-0.1","329","0.0"
"","UP","13811","250","283.4","96.8","2.1","514","1.2"
"","Uttarakhand","1935","0","35.6","21.1","0.4","161","0.0"
"","HP","1526","1","26.8","21.0","0.3","131","0.1"
"","J&K","2145","536","40.6","41.3","-1.7","80","10.2"
"","Chandigarh","209","0","3.5","3.8","-0.3","10","0.0"
"WR","Chhattisgarh","3267","0","74.5","4.0","-1.9","177","0.0"
"","Gujarat","14906","0","304.8","79.3","3.4","574","0.0"
"","MP","12033","0","229.6","140.8","-1.6","1111","0.0"
"","Maharashtra","20045","0","411.2","115.9","-1.8","607","0.0"
"","Goa","409","0","8.8","8.5","-0.2","23","0.0"
"","DD","314","0","7.0","6.2","0.8","79","0.0"
"","DNH","748","0","17.3","16.6","0.7","73","0.0"
"","Essar steel","563","0","11.5","11.2","0.3","218","0.0"
"SR","Andhra Pradesh","7925","0","162.1","60.8","1.9","456","0.1"
"","Telangana","8274","0","165.2","75.2","0.4","389","0.1"
"","Karnataka","9517","0","197.9","80.5","3.0","537","0.1"
"","Kerala","3516","0","64.9","49.2","0.8","317","0.1"
"","Tamil Nadu","13632","0","279.5","142.3","4.8","553","0.2"
"","Pondy","332","0","6.5","7.2","-0.7","20","0.0"
"ER","Bihar","3720","0","65.3","58.7","0.7","385","0.0"
"","DVC","2859","0","65.4","-34.7","-2.6","345","0.0"
"","Jharkhand","1071","0","24.6","13.9","1.0","135","0.2"
"","Odisha","3918","0","68.1","28.0","3.6","456","0.0"
"","West Bengal","5979","0","100.3","13.2","2.3","425","0.0"
"","Sikkim","105","0","1.7","1.6","0.1","30","0.0"
"NER","Arunachal Pradesh","126","8","2.2","1.9","0.4","21","0.0"
"","Assam","1395","18","22.5","16.6","1.2","84","2.1"
"","Manipur","175","4","2.5","2.6","-0.2","3","0.0"
"","Meghalaya","316","0","5.4","3.4","-0.1","27","0.0"
"","Mizoram","91","4","1.6","1.2","0.3","10","0.0"
"","Nagaland","128","4","2.3","1.7","0.2","33","0.0"
"","Tripura","218","0","3.9","0.8","1.6","55","0.2"
