"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","1.9","0.0","90.8","9.2"
"SR GRID","0.0","0.0","15.6","29.6","15.6","78.0","6.4"
