"","NR","WR","SR","ER","NER"
"Schedule(MU)","90.2","-49.5","54.6","-98.2","5.3"
"Actual(MU)","88.0","-56.4","54.3","-85.3","1.6"
"O/D/U/D(MU)","-2.2","-6.9","-0.3","12.9","-3.7"
