"","NR","WR","SR","ER","NER"
"Schedule(MU)","107.3","-90.2","23.4","-40.7","-0.5"
"Actual(MU)","120.3","-116.2","20.1","-32.5","1.0"
"O/D/U/D(MU)","13.0","-26.0","-3.3","8.2","1.5"
