"","NR","WR","SR","ER","NER"
"Schedule(MU)","145.7","-93.2","36.8","-95.6","8.0"
"Actual(MU)","147.0","-94.4","38.4","-96.6","6.9"
"O/D/U/D(MU)","1.3","-1.2","1.6","-1.0","-1.1"
