"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.6","-76.3","29.1","-49.9","3.6"
"Actual(MU)","89.9","-86.8","30.7","-41.9","5.3"
"O/D/U/D(MU)","-3.7","-10.4","1.6","8.0","1.7"
