"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10577","0","226.5","142.2","-1.7","65","0.0"
"","Haryana","8436","0","177.7","147.6","-0.6","194","0.0"
"","Rajasthan","6903","0","156.0","42.2","-4.6","258","0.0"
"","Delhi","5073","0","107.7","91.5","-0.9","143","0.0"
"","UP","19433","0","377.1","181.8","-0.4","613","0.0"
"","Uttarakhand","1747","0","36.1","12.6","-0.6","81","0.0"
"","HP","1284","0","26.6","-6.2","-0.4","25","0.0"
"","J&K","1953","488","38.5","17.7","1.5","434","9.2"
"","Chandigarh","282","0","5.6","6.5","-0.9","10","0.0"
"WR","Chhattisgarh","3956","0","88.3","26.0","2.7","468","0.1"
"","Gujarat","12091","0","258.5","59.5","0.0","603","0.0"
"","MP","7207","0","149.7","40.3","-3.4","234","0.0"
"","Maharashtra","17311","0","378.1","115.4","1.7","636","0.0"
"","Goa","541","0","11.3","10.6","0.2","68","0.0"
"","DD","326","0","6.3","5.9","0.4","47","0.0"
"","DNH","750","0","16.2","16.4","-0.2","47","0.0"
"","Essar steel","156","0","2.5","1.7","0.9","322","0.0"
"SR","Andhra Pradesh","8635","0","183.3","24.5","1.5","704","0.0"
"","Telangana","10180","0","213.1","73.9","1.6","738","0.0"
"","Karnataka","8534","0","164.2","31.4","-0.5","707","0.0"
"","Kerala","3291","0","62.5","45.6","1.7","234","0.0"
"","Tamil Nadu","13633","0","301.6","141.3","1.4","731","0.0"
"","Pondy","336","0","7.0","7.5","-0.5","36","0.0"
"ER","Bihar","5436","0","108.1","104.2","-0.2","50","0.0"
"","DVC","2922","0","61.4","-25.9","0.7","225","0.0"
"","Jharkhand","1075","0","25.2","15.2","0.4","60","0.0"
"","Odisha","5151","0","103.9","39.0","2.5","260","0.0"
"","West Bengal","7620","0","157.1","73.6","3.4","400","0.0"
"","Sikkim","72","0","0.8","1.3","-0.5","20","0.0"
"NER","Arunachal Pradesh","128","2","2.0","2.5","-0.5","51","0.0"
"","Assam","1798","80","33.2","26.8","1.7","123","1.0"
"","Manipur","160","1","2.4","2.2","0.1","28","0.0"
"","Meghalaya","310","0","5.5","1.0","-0.5","35","0.0"
"","Mizoram","97","2","1.3","0.7","0.4","34","0.0"
"","Nagaland","136","1","2.2","2.3","-0.3","54","0.0"
"","Tripura","305","2","4.5","3.8","-0.5","45","0.0"
