"Share of RES in total generation (%)","6.20","11.42","28.51","0.44","0.06","12.56"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","46.60","22.72","49.69","27.32","46.18","36.71"
