"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.69","9.93","10.69","73.82","15.49"
"SR GRID","0.00","0.00","0.69","9.93","10.69","73.82","15.49"
