"Share of RES in total generation (%)","8.78","8.70","24.67","0.20","0.09","11.24"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","38.37","13.99","36.79","12.62","27.66","25.26"
