"","NR","WR","SR","ER","NER"
"Schedule(MU)","108.3","-98.0","32.8","-48.5","5.9"
"Actual(MU)","101.7","-96.9","32.6","-49.4","8.1"
"O/D/U/D(MU)","-6.6","1.2","-0.2","-0.9","2.2"
