"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5318","0","99.4","56.4","0.1","149"
"","Haryana","6468","0","121.3","74.3","0.1","348"
"","Rajasthan","10413","0","216.9","73.9","4.8","432"
"","Delhi","3496","0","61.1","47.2","0.1","255"
"","UP","10650","1140","240.1","100.2","2.5","456"
"","Uttarakhand","1964","0","36.4","24.6","1.8","178"
"","HP","1451","0","25.9","21.7","0.7","134"
"","J&K","1818","454","35.8","33.3","-1.9","161"
"","Chandigarh","207","0","3.6","3.5","0.3","26"
"WR","Chhattisgarh","3428","96","79.5","26.1","-0.9","151"
"","Gujarat","12729","0","280.1","59.5","1.1","892"
"","MP","10245","0","202.6","113.0","1.3","524"
"","Maharashtra","18844","8","385.4","100.7","-1.5","413"
"","Goa","412","0","8.6","7.4","0.9","73"
"","DD","296","0","6.7","6.5","0.2","26"
"","DNH","698","0","16.3","16.4","0.0","37"
"","Essar steel","380","0","7.8","8.0","-0.2","170"
"SR","Andhra Pradesh","6881","0","147.9","14.8","1.8","594"
"","Telangana","6285","0","141.2","89.1","2.9","253"
"","Karnataka","9323","700","199.6","49.7","1.5","481"
"","Kerala","3510","0","65.4","50.0","1.1","139"
"","Tamil Nadu","13536","0","292.2","141.1","3.8","408"
"","Pondy","302","0","6.4","6.4","0.0","42"
"ER","Bihar","3361","100","57.0","59.4","-4.7","130"
"","DVC","2727","0","60.1","-19.6","-0.1","90"
"","Jharkhand","1110","0","21.7","11.8","-0.6","220"
"","Odisha","3304","0","58.0","19.6","0.1","250"
"","West Bengal","6963","0","120.6","24.1","2.4","250"
"","Sikkim","107","0","1.7","1.4","0.3","30"
"NER","Arunachal Pradesh","110","2","1.9","1.6","0.3","32"
"","Assam","1333","26","21.5","15.1","1.8","144"
"","Manipur","154","3","2.3","2.5","-0.2","20"
"","Meghalaya","315","10","5.5","5.1","-0.5","59"
"","Mizoram","80","0","1.4","1.1","0.3","35"
"","Nagaland","112","3","2.1","1.7","0.4","37"
"","Tripura","214","1","3.2","0.3","0.6","51"
