"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","42979","50488","44622","16927","2369","157385"
"Peak Shortage (MW)","581","0","0","0","25","606"
"Energy Met (MU)","938","1231","1125","348","40","3683"
"Hydro Gen (MU)","139","50","107","29","6","332"
"Wind Gen (MU)","29","28","57","----------","----------","115"
"Solar Gen (MU)*","38.30","23.90","93.28","1.54","0.02","157"
"Energy Shortage (MU)","11.6","0.0","0.0","0.0","1.3","12.8"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","47862","58215","52999","17955","2405","174625"
"","08:23","11:01","07:14","18:47","18:27","09:30"
