"","NR","WR","SR","ER","NER"
"Schedule(MU)","114.3","-83.7","29.5","-67.6","5.2"
"Actual(MU)","108.8","-87.9","29.3","-61.2","6.0"
"O/D/U/D(MU)","-5.5","-4.2","-0.2","6.4","0.8"
