"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.21","3.26","18.82","22.29","71.53","6.18"
"SR GRID","0.00","0.20","3.30","18.80","22.30","71.50","6.20"
