"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","613","1216","529","425","7","2789"
"Hydro","171","29","68","75","18","361"
"Nuclear","24","27","23","0","0","74"
"Gas, Naptha & Diesel","41","44","25","0","27","137"
"RES (Wind, Solar, Biomass & Others)","54","39","123","1","0","216"
"Total","903","1355","767","501","52","3578"
