"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","56432","50970","43386","19749","2408","172945"
"Peak Shortage (MW)","1107","0","0","0","87","1194"
"Energy Met (MU)","1342","1253","1027","445","45","4112"
"Hydro Gen (MU)","306","23","47","67","15","459"
"Wind Gen (MU)","18","89","90","----------","----------","197"
"Solar Gen (MU)*","27.84","24.88","81.61","2.26","0.03","137"
"Energy Shortage (MU)","15.8","0.0","0.0","0.0","1.0","16.8"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","60422","55537","45233","20584","2383","178134"
"","22:29","00:42","15:00","20:15","19:50","15:01"
