"","NR","WR","SR","ER","NER"
"Schedule(MU)","119.8","-115.8","49.6","-59.0","7.0"
"Actual(MU)","133.1","-133.6","51.8","-56.9","9.4"
"O/D/U/D(MU)","13.3","-17.8","2.2","2.1","2.4"
