"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4742","0","89.5","34.8","1.7","162"
"","Haryana","5134","0","103.6","36.3","1.1","331"
"","Rajasthan","8371","0","176.5","70.5","-4.7","6"
"","Delhi","3095","0","58.1","44.4","-1.1","362"
"","UP","9239","1580","199.6","75.5","-2.3","166"
"","Uttarakhand","1703","80","33.0","19.5","5.1","370"
"","HP","1319","0","24.1","17.1","0.6","131"
"","J&K","1866","100","37.6","28.4","2.6","301"
"","Chandigarh","181","0","3.3","3.2","0.1","21"
"WR","Chhattisgarh","2595","7","53.9","11.6","-2.5","471"
"","Gujarat","11179","19","241.9","18.7","-0.6","524"
"","MP","9152","0","188.9","118.2","-7.3","318"
"","Maharashtra","17366","541","364.2","116.7","5.7","631"
"","Goa","405","0","8.3","7.3","0.4","45"
"","DD","243","0","5.8","5.7","0.1","14"
"","DNH","630","0","14.9","14.6","0.3","41"
"","Essar steel","357","0","6.6","6.9","-0.3","51"
"SR","Andhra Pradesh","10397","0","234.5","84.0","1.4","398"
"","Karnataka","7760","450","164.7","22.1","1.2","297"
"","Kerala","3182","150","57.5","31.9","1.9","255"
"","Tamil Nadu","9001","2192","200.4","66.6","4.1","408"
"","Pondy","305","0","5.9","6.0","-0.1","42"
"ER","Bihar","2005","200","35.9","37.1","-3.9","185"
"","DVC","2525","0","56.3","-23.7","-0.5","220"
"","Jharkhand","1058","0","21.0","10.9","-2.2","60"
"","Odisha","3404","0","68.1","11.3","4.3","230"
"","West Bengal","6015","0","106.7","14.4","6.8","280"
"","Sikkim","109","0","1.7","1.2","0.5","14"
"NER","Arunachal Pradesh","110","1","1.5","1.2","0.3","61"
"","Assam","1020","106","18.0","12.7","0.3","80"
"","Manipur","113","2","1.4","1.6","-0.2","42"
"","Meghalaya","260","10","5.1","3.0","0.2","70"
"","Mizoram","62","2","1.2","1.0","-0.1","23"
"","Nagaland","91","4","1.4","1.2","0.0","31"
"","Tripura","180","17","3.1","0.1","0.6","62"
