"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","2.1","5.3","2.1","95.0","2.9"
"SR GRID","0.0","0.0","0.8","3.5","0.8","94.1","5.1"
