"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9479","0","217.2","126.5","0.0","140"
"","Haryana","8295","0","177.7","114.9","-2.4","78"
"","Rajasthan","8037","0","173.3","42.3","-1.2","194"
"","Delhi","5216","32","111.2","81.0","-1.5","282"
"","UP","10923","3045","246.2","118.6","2.4","468"
"","Uttarakhand","1497","185","34.2","12.2","1.5","212"
"","HP","1181","0","25.0","-1.1","0.6","175"
"","J&K","1704","100","33.0","17.4","0.8","266"
"","Chandigarh","318","0","5.9","5.5","0.4","57"
"WR","Chhattisgarh","2005","130","42.2","6.8","-3.8","105"
"","Gujarat","11031","77","244.6","41.6","-2.8","355"
"","MP","5411","0","111.8","64.1","-0.9","281"
"","Maharashtra","16048","53","345.7","83.6","-0.7","505"
"","Goa","344","0","6.8","6.2","0.2","77"
"","DD","263","0","6.2","4.9","1.2","95"
"","DNH","645","0","14.8","14.5","0.3","55"
"","Essar steel","425","0","4.0","0.0","4.0","11"
"SR","Andhra Pradesh","5661","300","132.7","30.0","1.6","415"
"","Telangana","5536","600","121.0","67.9","1.5","302"
"","Karnataka","7866","280","157.6","16.8","-0.5","1446"
"","Kerala","2982","150","55.0","24.8","1.6","227"
"","Tamil Nadu","13036","0","282.5","71.8","0.9","385"
"","Pondy","298","50","6.4","6.1","0.3","40"
"ER","Bihar","2243","250","44.1","44.3","-2.6","160"
"","DVC","2522","100","53.3","-12.2","-0.2","200"
"","Jharkhand","969","0","17.5","13.4","-0.2","60"
"","Odisha","3355","280","63.5","25.1","-0.2","220"
"","West Bengal","7108","0","137.2","38.4","-0.5","240"
"","Sikkim","88","0","1.2","1.1","0.1","25"
"NER","Arunachal Pradesh","108","2","1.8","1.8","0.1","27"
"","Assam","1085","265","23.0","14.3","4.1","191"
"","Manipur","118","2","1.6","2.2","-0.6","22"
"","Meghalaya","276","7","3.0","1.7","-1.4","53"
"","Mizoram","73","2","1.1","1.1","-0.3","13"
"","Nagaland","106","1","1.8","1.5","0.2","33"
"","Tripura","209","8","2.7","1.5","-0.5","54"
