"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","1.7","0.0","88.2","11.8"
"SR GRID","0.0","0.3","2.3","6.5","2.6","91.7","5.8"
