"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","216.9","-261.9","89.6","-42.3","-2.3","0.0"
"Actual(MU)","215.7","-261.1","98.8","-55.7","-3.7","-6.1"
"O/D/U/D(MU)","-1.2","0.8","9.2","-13.4","-1.4","-6.1"
