"Share of RES in total generation (%)","9.18","7.17","20.59","0.46","0.09","9.81"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","30.37","12.70","36.37","8.81","21.20","21.69"
