"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","215.1","-223.2","114.9","-109.7","2.8","0.0"
"Actual(MU)","222.8","-242.6","119.6","-103.9","1.8","-2.4"
"O/D/U/D(MU)","7.7","-19.4","4.7","5.7","-1.1","-2.4"
