"","NR","WR","SR","ER","NER","All India"
"Coal","560","1199","478","421","5","2663"
"Lignite","21","19","56","0","0","96"
"Hydro","110","29","71","25","8","242"
"Nuclear","24","31","32","0","0","87"
"Gas, Naptha & Diesel","33","48","20","0","29","130"
"RES (Wind, Solar, Biomass & Others)","50","38","177","1","0","267"
"Total","798","1363","834","447","42","3484"
