"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.35","8.19","8.54","44.72","46.74"
"SR GRID","0.00","0.00","0.35","8.19","8.54","44.72","B. Frequency Profile (%)46.74"
