"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.0","0.0","0.4","5.8","6.3","59.8","33.9"
"SR GRID","0.0","0.0","0.4","5.8","6.3","59.8","33.9"
